timestamp,tier,cpu_count,total_memory_mb,model,complexity_level,batch_size,num_iterations,repeat_index,runtime_sec,peak_memory_mb,avg_cpu_pct
2026-07-04T08:39:41.646339,medium,2,3911.8,resnet18,1,8,196,0,109.2074,521.16,193.32
2026-07-04T08:41:30.544608,medium,2,3911.8,resnet18,1,8,196,1,108.875,521.33,193.8
2026-07-04T08:43:17.305737,medium,2,3911.8,resnet18,1,8,196,2,106.7243,521.35,194.44
2026-07-04T08:45:02.755932,medium,2,3911.8,resnet18,1,8,196,3,105.3936,521.34,194.53
2026-07-04T08:46:49.032565,medium,2,3911.8,resnet18,1,8,196,4,106.247,521.35,194.59
2026-07-04T08:48:49.472499,medium,2,3911.8,resnet18,2,16,107,0,120.3776,600.16,192.41
2026-07-04T08:50:47.662321,medium,2,3911.8,resnet18,2,16,107,1,118.179,593.36,192.38
2026-07-04T08:52:43.742952,medium,2,3911.8,resnet18,2,16,107,2,116.059,593.4,191.96
2026-07-04T08:54:39.929720,medium,2,3911.8,resnet18,2,16,107,3,116.1689,594.27,192.73
2026-07-04T08:56:39.474333,medium,2,3911.8,resnet18,2,16,107,4,119.5025,594.82,192.43
2026-07-04T08:58:57.145974,medium,2,3911.8,resnet18,3,32,60,0,137.6393,681.76,191.93
2026-07-04T09:01:13.255532,medium,2,3911.8,resnet18,3,32,60,1,136.052,682.61,191.09
2026-07-04T09:03:28.867516,medium,2,3911.8,resnet18,3,32,60,2,135.5804,682.69,191.61
2026-07-04T09:05:47.341037,medium,2,3911.8,resnet18,3,32,60,3,138.4588,681.68,191.47
2026-07-04T09:08:06.634045,medium,2,3911.8,resnet18,3,32,60,4,139.2814,682.24,191.77
2026-07-04T09:11:32.454786,medium,2,3911.8,resnet18,4,32,89,0,205.7883,682.66,191.81
2026-07-04T09:14:52.120024,medium,2,3911.8,resnet18,4,32,89,1,199.6209,682.55,191.5
2026-07-04T09:18:03.642300,medium,2,3911.8,resnet18,4,32,89,2,191.4749,682.58,192.61
2026-07-04T09:21:29.633336,medium,2,3911.8,resnet18,4,32,89,3,205.9546,682.85,192.32
2026-07-04T09:24:52.757369,medium,2,3911.8,resnet18,4,32,89,4,203.0909,682.62,192.34
2026-07-04T09:28:45.457450,medium,2,3911.8,resnet18,5,64,47,0,232.6663,921.0,190.91
2026-07-04T09:32:35.736789,medium,2,3911.8,resnet18,5,64,47,1,230.2182,924.64,189.83
2026-07-04T09:36:32.540875,medium,2,3911.8,resnet18,5,64,47,2,236.7467,977.67,189.91
2026-07-04T09:40:27.261866,medium,2,3911.8,resnet18,5,64,47,3,234.6829,991.95,190.2
2026-07-04T09:44:14.250406,medium,2,3911.8,resnet18,5,64,47,4,226.9762,964.56,190.01
2026-07-04T09:45:49.127911,medium,2,3911.8,resnet50,1,8,70,0,94.827,683.66,192.9
2026-07-04T09:47:23.766847,medium,2,3911.8,resnet50,1,8,70,1,94.5911,683.62,193.45
2026-07-04T09:48:58.239749,medium,2,3911.8,resnet50,1,8,70,2,94.4637,683.66,193.35
2026-07-04T09:50:33.504287,medium,2,3911.8,resnet50,1,8,70,3,95.2412,683.67,193.79
2026-07-04T09:52:06.645695,medium,2,3911.8,resnet50,1,8,70,4,93.1075,683.62,193.61
2026-07-04T09:53:55.775855,medium,2,3911.8,resnet50,2,16,36,0,109.1034,784.71,190.77
2026-07-04T09:55:46.616382,medium,2,3911.8,resnet50,2,16,36,1,110.8054,804.96,189.59
2026-07-04T09:57:36.363523,medium,2,3911.8,resnet50,2,16,36,2,109.7002,807.81,189.09
2026-07-04T09:59:27.592197,medium,2,3911.8,resnet50,2,16,36,3,111.2063,817.2,189.72
2026-07-04T10:01:18.954367,medium,2,3911.8,resnet50,2,16,36,4,111.3076,812.88,190.3
2026-07-04T10:03:24.728843,medium,2,3911.8,resnet50,3,32,19,0,125.7602,1063.67,188.79
2026-07-04T10:05:27.333057,medium,2,3911.8,resnet50,3,32,19,1,122.5798,1063.76,188.56
2026-07-04T10:07:28.195592,medium,2,3911.8,resnet50,3,32,19,2,120.8538,1063.68,188.34
2026-07-04T10:09:31.745816,medium,2,3911.8,resnet50,3,32,19,3,123.5042,1044.86,189.59
2026-07-04T10:11:40.490984,medium,2,3911.8,resnet50,3,32,19,4,128.7122,1063.55,189.27
2026-07-04T10:14:42.975042,medium,2,3911.8,resnet50,4,32,28,0,182.4398,1039.22,189.94
2026-07-04T10:17:42.395079,medium,2,3911.8,resnet50,4,32,28,1,179.3792,1049.4,189.45
2026-07-04T10:20:41.954955,medium,2,3911.8,resnet50,4,32,28,2,179.5062,1038.35,189.83
2026-07-04T10:23:48.010210,medium,2,3911.8,resnet50,4,32,28,3,186.002,1038.12,189.79
2026-07-04T10:26:52.184977,medium,2,3911.8,resnet50,4,32,28,4,184.1177,1047.09,189.41
2026-07-04T10:30:01.383644,medium,2,3911.8,resnet50,5,32,30,0,189.1739,1035.89,189.82
2026-07-04T10:33:15.998028,medium,2,3911.8,resnet50,5,32,30,1,194.5589,1039.41,189.44
2026-07-04T10:36:31.706287,medium,2,3911.8,resnet50,5,32,30,2,195.6994,1039.59,189.51
2026-07-04T10:39:44.080756,medium,2,3911.8,resnet50,5,32,30,3,192.3459,1033.76,189.58
2026-07-04T10:42:59.999657,medium,2,3911.8,resnet50,5,32,30,4,195.8761,1033.19,189.12
2026-07-04T10:44:39.948636,medium,2,3911.8,mobilenet,1,16,128,0,99.9043,937.06,188.94
2026-07-04T10:46:20.649318,medium,2,3911.8,mobilenet,1,16,128,1,100.6426,937.05,188.68
2026-07-04T10:47:59.913848,medium,2,3911.8,mobilenet,1,16,128,2,99.2484,937.07,189.04
2026-07-04T10:49:35.701200,medium,2,3911.8,mobilenet,1,16,128,3,95.7709,937.05,188.88
2026-07-04T10:51:13.153286,medium,2,3911.8,mobilenet,1,16,128,4,97.4351,937.07,188.61
2026-07-04T10:52:57.023018,medium,2,3911.8,mobilenet,2,32,51,0,103.8501,1144.13,187.25
2026-07-04T10:54:36.687089,medium,2,3911.8,mobilenet,2,32,51,1,99.6275,1162.62,187.32
2026-07-04T10:56:19.319876,medium,2,3911.8,mobilenet,2,32,51,2,102.5798,1162.6,187.06
2026-07-04T10:58:01.786126,medium,2,3911.8,mobilenet,2,32,51,3,102.4388,1162.6,187.35
2026-07-04T10:59:44.609561,medium,2,3911.8,mobilenet,2,32,51,4,102.7997,1162.62,187.29
2026-07-04T11:01:36.138781,medium,2,3911.8,mobilenet,3,64,25,0,111.4737,1594.89,184.04
2026-07-04T11:03:25.272476,medium,2,3911.8,mobilenet,3,64,25,1,109.102,1597.64,185.26
2026-07-04T11:05:12.538580,medium,2,3911.8,mobilenet,3,64,25,2,107.2521,1595.22,184.78
